"","surveyid","BTNW","offset","project_id","location","gisid","source","organization","sensor","buffer","latitude","longitude","year","project","topsecret","useNorth","useSouth","Easting","Northing","date_time","task_method","duration","distance","BTNW_binary","year_id","visit_num","visit_id"
"14",150790,0,0.462709416,1409,"CL-F1002-31","593377.491937921_6122087.55544253","WildTrax","BU","PC",NA,55.258464,-113.530155,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593377.4919,6122087.555,"2010-06-01 6:50","PC",300,Inf,0,1,1,"1_1"
"15",156280,1,0.462709416,1409,"CL-F403-11","599162.961677342_6116752.36656944","WildTrax","BU","PC",NA,55.20939,-113.441,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,599162.9617,6116752.367,"2010-06-01 7:27","PC",300,Inf,1,1,1,"1_1"
"16",153612,2,0.462709416,1409,"CL-F1003-52","600634.920819426_6116382.67480472","WildTrax","BU","PC",NA,55.20577,-113.418,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,600634.9208,6116382.675,"2010-06-01 8:30","PC",300,Inf,1,1,1,"1_1"
"17",151765,1,0.462709416,1409,"CL-F1002-53","593821.06345585_6121683.65068523","WildTrax","BU","PC",NA,55.25475,-113.52331,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593821.0635,6121683.651,"2010-06-01 9:17","PC",300,Inf,1,1,1,"1_1"
"18",141482,0,0.462709416,1409,"CL-C1003-51","599974.473322674_6118025.71003615","WildTrax","BU","PC",NA,55.220669,-113.427796,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,599974.4733,6118025.71,"2010-06-01 9:49","PC",300,Inf,0,1,1,"1_1"
"19",142623,0,0.464548026,1409,"CL-C13-1","598925.373565697_6119016.05257914","WildTrax","BU","PC",NA,55.22978,-113.44394,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,598925.3736,6119016.053,"2010-06-02 5:00","PC",300,Inf,0,1,1,"1_1"
"20",144434,0,0.62843207,1409,"CL-C403-13","598344.554047331_6119223.46288963","WildTrax","BU","PC",NA,55.23176,-113.453,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,598344.554,6119223.463,"2010-06-02 6:29","PC",300,Inf,0,1,1,"1_1"
"21",161090,0,0.510549748,1409,"CL-R403-SB","595772.715030006_6123689.80958151","WildTrax","BU","PC",NA,55.272403,-113.491921,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,595772.715,6123689.81,"2010-06-03 4:59","PC",300,Inf,0,1,1,"1_1"
"22",160422,0,0.609798193,1409,"CL-R403-2","596110.808958211_6123711.15904137","WildTrax","BU","PC",NA,55.272529,-113.486592,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,596110.809,6123711.159,"2010-06-03 5:21","PC",300,Inf,0,1,1,"1_1"
"23",161008,0,0.510549748,1409,"CL-R403-NB","595855.187766786_6123891.78420424","WildTrax","BU","PC",NA,55.274202,-113.490554,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,595855.1878,6123891.784,"2010-06-03 7:14","PC",300,Inf,0,1,1,"1_1"
"24",155799,1,0.462709416,1409,"CL-F402-14","597793.727488045_6124474.56748122","WildTrax","BU","PC",NA,55.279058,-113.459837,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,597793.7275,6124474.567,"2010-06-03 7:31","PC",300,Inf,1,1,1,"1_1"
"25",143003,0,0.462709416,1409,"CL-C401-14","593686.162156257_6122982.72612241","WildTrax","BU","PC",NA,55.26645,-113.525,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593686.1622,6122982.726,"2010-06-04 6:39","PC",300,Inf,0,1,1,"1_1"
"26",160170,0,0.468225245,1409,"CL-R402-EB","591973.756767636_6121356.3706853","WildTrax","BU","PC",NA,55.252157,-113.552482,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,591973.7568,6121356.371,"2010-06-04 7:00","PC",300,Inf,0,1,1,"1_1"
"27",135656,0,0.622916241,1409,"CL-BUFF-B11","594796.718417553_6124857.01900334","WildTrax","BU","PC",NA,55.283081,-113.50689,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,594796.7184,6124857.019,"2010-06-04 7:30","PC",300,Inf,0,1,1,"1_1"
"28",143287,0,0.462709416,1409,"CL-C401-23","593872.733245709_6123173.62249497","WildTrax","BU","PC",NA,55.26813,-113.522,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593872.7332,6123173.622,"2010-06-04 7:41","PC",300,Inf,0,1,1,"1_1"
"29",159080,0,0.473741074,1409,"CL-R401-6","594180.115799251_6125030.79647061","WildTrax","BU","PC",NA,55.284761,-113.51654,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,594180.1158,6125030.796,"2010-06-04 7:54","PC",300,Inf,0,1,1,"1_1"
"30",143480,0,0.609798193,1409,"CL-C402-11","596289.553513752_6123064.17649155","WildTrax","BU","PC",NA,55.26668,-113.484,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,596289.5535,6123064.176,"2010-06-04 8:46","PC",300,Inf,0,1,1,"1_1"
"31",158580,0,0.609798193,1409,"CL-R13-BUF","596611.582659639_6124717.00506871","WildTrax","BU","PC",NA,55.28147,-113.478364,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,596611.5827,6124717.005,"2010-06-04 9:51","PC",300,Inf,0,1,1,"1_1"
"32",145646,0,0.462709416,1409,"CL-CC2-1","592832.554765563_6121267.79475823","WildTrax","BU","PC",NA,55.2512,-113.539,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,592832.5548,6121267.795,"2010-06-05 5:11","PC",300,Inf,0,1,1,"1_1"
"33",145819,0,0.462709416,1409,"CL-CC2-3","593213.697998941_6121279.13676218","WildTrax","BU","PC",NA,55.25123,-113.533,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593213.698,6121279.137,"2010-06-05 5:37","PC",300,Inf,0,1,1,"1_1"
"34",157572,0,0.462709416,1409,"CL-R102-1","593955.921111898_6118895.59631426","WildTrax","BU","PC",NA,55.229669,-113.522118,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593955.9211,6118895.596,"2010-06-05 5:44","PC",300,Inf,0,1,1,"1_1"
"35",146080,0,0.462709416,1409,"CL-CC2-6","593784.528038683_6121337.92110346","WildTrax","BU","PC",NA,55.25165,-113.524,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593784.528,6121337.921,"2010-06-05 6:15","PC",300,Inf,0,1,1,"1_1"
"36",158161,0,0.462709416,1409,"CL-R11-1","593063.566820651_6119514.04696775","WildTrax","BU","PC",NA,55.235396,-113.535945,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593063.5668,6119514.047,"2010-06-05 7:24","PC",300,Inf,0,1,1,"1_1"
"37",154942,0,0.462709416,1409,"CL-F401-21","592773.864023687_6121035.11275224","WildTrax","BU","PC",NA,55.24912,-113.54,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,592773.864,6121035.113,"2010-06-05 7:35","PC",300,Inf,0,1,1,"1_1"
"38",154846,0,0.468225245,1409,"CL-F401-12","592587.779795693_6120814.23348705","WildTrax","BU","PC",NA,55.24717,-113.543,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,592587.7798,6120814.233,"2010-06-05 7:58","PC",300,Inf,0,1,1,"1_1"
"39",155227,0,0.462709416,1409,"CL-F401-32","592968.448572457_6120850.02382723","WildTrax","BU","PC",NA,55.24742,-113.537,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,592968.4486,6120850.024,"2010-06-05 8:30","PC",300,Inf,0,1,1,"1_1"
"40",158079,0,0.609798193,1409,"CL-R103-BUF","596174.432058314_6124659.85453775","WildTrax","BU","PC",NA,55.281042,-113.485266,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,596174.4321,6124659.855,"2010-06-06 5:33","PC",300,Inf,0,1,1,"1_1"
"41",139185,1,0.481095513,1409,"CL-C1002-31","596114.449371039_6122349.30418728","WildTrax","BU","PC",NA,55.26029,-113.487,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,596114.4494,6122349.304,"2010-06-06 7:17","PC",300,Inf,1,1,1,"1_1"
"42",137838,0,0.470063855,1409,"CL-C1001-35","594920.452623124_6121721.54081045","WildTrax","BU","PC",NA,55.25488,-113.506,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,594920.4526,6121721.541,"2010-06-06 8:13","PC",300,Inf,0,1,1,"1_1"
"43",138405,0,0.481095513,1409,"CL-C1002-11","595733.470014916_6122334.37481838","WildTrax","BU","PC",NA,55.26023,-113.493,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,595733.47,6122334.375,"2010-06-06 8:56","PC",300,Inf,0,1,2,"1_2"
"44",149436,0,0.473741074,1409,"CL-F1001-43","591585.572429652_6123166.88704136","WildTrax","BU","PC",NA,55.2685,-113.558,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,591585.5724,6123166.887,"2010-06-06 9:08","PC",300,Inf,0,1,2,"1_2"
"45",150111,0,0.149443654,1409,"CL-F1002-12","211900.567222155_6130287.66013387","WildTrax","BU","PC",NA,55.25671,-119.53623,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,TRUE,211900.5672,6130287.66,"2010-06-07 5:43","PC",300,Inf,0,1,2,"1_2"
"46",150986,1,0.462709416,1409,"CL-F1002-33","593401.391188517_6121689.58063212","WildTrax","BU","PC",NA,55.254883,-113.529911,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593401.3912,6121689.581,"2010-06-07 7:07","PC",300,Inf,1,1,1,"1_1"
"47",152746,0,0.462709416,1409,"CL-F1003-31","600248.479725011_6116586.47263166","WildTrax","BU","PC",NA,55.20768,-113.424,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,600248.4797,6116586.473,"2010-06-07 7:25","PC",300,Inf,0,1,1,"1_1"
"48",152356,0,0.462709416,1409,"CL-F1003-21","600058.169772398_6116559.92067585","WildTrax","BU","PC",NA,55.20748,-113.427,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,600058.1698,6116559.921,"2010-06-07 7:40","PC",300,Inf,0,1,2,"1_2"
"49",152552,0,0.462709416,1409,"CL-F1003-23","600067.149180082_6116161.73999752","WildTrax","BU","PC",NA,55.2039,-113.427,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,600067.1492,6116161.74,"2010-06-07 8:04","PC",300,Inf,0,1,2,"1_2"
"50",150403,1,0.462709416,1409,"CL-F1002-21","593188.942176642_6122093.15359309","WildTrax","BU","PC",NA,55.25855,-113.53312,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593188.9422,6122093.154,"2010-06-07 8:10","PC",300,Inf,1,1,2,"1_2"
"51",150791,1,0.462709416,1409,"CL-F1002-31","593377.491937921_6122087.55544253","WildTrax","BU","PC",NA,55.258464,-113.530155,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593377.4919,6122087.555,"2010-06-07 8:30","PC",300,Inf,1,1,2,"1_2"
"52",151864,1,0.462709416,1409,"CL-F1002-54","593836.788119187_6122171.37351151","WildTrax","BU","PC",NA,55.25913,-113.5229,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593836.7881,6122171.374,"2010-06-07 9:54","PC",300,Inf,1,1,1,"1_1"
"53",142340,0,0.611884583,1409,"CL-C103-2","598172.597410956_6118372.81739611","WildTrax","BU","PC",NA,55.22415,-113.456,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,598172.5974,6118372.817,"2010-06-08 4:55","PC",300,Inf,0,1,1,"1_1"
"54",142247,0,0.611884583,1409,"CL-C103-1","598168.090948956_6118576.35826154","WildTrax","BU","PC",NA,55.22598,-113.456,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,598168.0909,6118576.358,"2010-06-08 5:05","PC",300,Inf,0,1,1,"1_1"
"55",156281,0,0.462709416,1409,"CL-F403-11","599162.961677342_6116752.36656944","WildTrax","BU","PC",NA,55.20939,-113.441,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,599162.9617,6116752.367,"2010-06-08 5:06","PC",300,Inf,0,1,2,"1_2"
"56",143673,2,0.462709416,1409,"CL-C402-13","596297.899280955_6122680.4478124","WildTrax","BU","PC",NA,55.26323,-113.484,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,596297.8993,6122680.448,"2010-06-09 5:07","PC",300,Inf,1,1,1,"1_1"
"57",155800,0,0.462709416,1409,"CL-F402-14","597793.727488045_6124474.56748122","WildTrax","BU","PC",NA,55.279058,-113.459837,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,597793.7275,6124474.567,"2010-06-09 7:04","PC",300,Inf,0,1,2,"1_2"
"58",144149,1,0.462709416,1409,"CL-C402-24","596527.864175829_6122468.01712647","WildTrax","BU","PC",NA,55.261276,-113.480454,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,596527.8642,6122468.017,"2010-06-09 7:41","PC",300,Inf,1,1,1,"1_1"
"59",160589,0,0.609798193,1409,"CL-R403-4","596441.286646247_6123726.2481323","WildTrax","BU","PC",NA,55.2726,-113.481385,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,596441.2866,6123726.248,"2010-06-09 8:00","PC",300,Inf,0,1,1,"1_1"
"60",161091,0,0.510549748,1409,"CL-R403-SB","595772.715030006_6123689.80958151","WildTrax","BU","PC",NA,55.272403,-113.491921,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,595772.715,6123689.81,"2010-06-09 8:46","PC",300,Inf,0,1,2,"1_2"
"61",141963,0,0.462709416,1409,"CL-C101-2","593347.329814322_6123984.84317084","WildTrax","BU","PC",NA,55.27552,-113.53,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593347.3298,6123984.843,"2010-06-10 5:17","PC",300,Inf,0,1,1,"1_1"
"62",158662,0,0.473741074,1409,"CL-R401-1","593969.305546948_6125267.89604186","WildTrax","BU","PC",NA,55.286932,-113.51978,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593969.3055,6125267.896,"2010-06-10 5:21","PC",300,Inf,0,1,1,"1_1"
"63",158829,0,0.473741074,1409,"CL-R401-3","594372.576316015_6125253.0009085","WildTrax","BU","PC",NA,55.286721,-113.513435,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,594372.5763,6125253.001,"2010-06-10 5:48","PC",300,Inf,0,1,1,"1_1"
"64",142814,0,0.462709416,1409,"CL-C401-12","593686.162156257_6122982.72612241","WildTrax","BU","PC",NA,55.26645,-113.525,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593686.1622,6122982.726,"2010-06-10 6:04","PC",300,Inf,0,1,2,"1_2"
"65",135657,0,0.622916241,1409,"CL-BUFF-B11","594796.718417553_6124857.01900334","WildTrax","BU","PC",NA,55.283081,-113.50689,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,594796.7184,6124857.019,"2010-06-10 6:44","PC",300,Inf,0,1,2,"1_2"
"66",143288,1,0.462709416,1409,"CL-C401-23","593872.733245709_6123173.62249497","WildTrax","BU","PC",NA,55.26813,-113.522,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593872.7332,6123173.622,"2010-06-10 6:45","PC",300,Inf,1,1,2,"1_2"
"67",157573,0,0.462709416,1409,"CL-R102-1","593955.921111898_6118895.59631426","WildTrax","BU","PC",NA,55.229669,-113.522118,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593955.9211,6118895.596,"2010-06-10 9:55","PC",300,Inf,0,1,2,"1_2"
"68",135828,0,0.462709416,1409,"CL-BUFF-B2","593756.660493907_6119019.23351935","WildTrax","BU","PC",NA,55.230818,-113.52521,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593756.6605,6119019.234,"2010-06-10 10:19","PC",300,Inf,0,1,1,"1_1"
"69",157487,0,0.468225245,1409,"CL-R101-SB","591919.044571051_6120427.31687071","WildTrax","BU","PC",NA,55.243818,-113.553646,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,591919.0446,6120427.317,"2010-06-11 5:17","PC",300,Inf,0,1,1,"1_1"
"70",155228,0,0.462709416,1409,"CL-F401-32","592968.448572457_6120850.02382723","WildTrax","BU","PC",NA,55.24742,-113.537,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,592968.4486,6120850.024,"2010-06-11 5:24","PC",300,Inf,0,1,2,"1_2"
"71",145234,0,0.473741074,1409,"CL-CC1-4","591149.143831594_6122762.8560051","WildTrax","BU","PC",NA,55.26495,-113.565,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,591149.1438,6122762.856,"2010-06-11 5:36","PC",300,Inf,0,1,1,"1_1"
"72",154943,0,0.462709416,1409,"CL-F401-21","592773.864023687_6121035.11275224","WildTrax","BU","PC",NA,55.24912,-113.54,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,592773.864,6121035.113,"2010-06-11 5:43","PC",300,Inf,0,1,2,"1_2"
"73",154847,0,0.468225245,1409,"CL-F401-12","592587.779795693_6120814.23348705","WildTrax","BU","PC",NA,55.24717,-113.543,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,592587.7798,6120814.233,"2010-06-11 6:00","PC",300,Inf,0,1,2,"1_2"
"74",145647,0,0.462709416,1409,"CL-CC2-1","592832.554765563_6121267.79475823","WildTrax","BU","PC",NA,55.2512,-113.539,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,592832.5548,6121267.795,"2010-06-11 8:31","PC",300,Inf,0,1,2,"1_2"
"75",139092,0,0.481095513,1409,"CL-C1002-24","595937.355401499_6121723.42059855","WildTrax","BU","PC",NA,55.2547,-113.49,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,595937.3554,6121723.421,"2010-06-12 6:23","PC",300,Inf,0,1,2,"1_2"
"76",137083,0,0.470063855,1409,"CL-C1001-22","594718.27893845_6122259.13117818","WildTrax","BU","PC",NA,55.25975,-113.509,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,594718.2789,6122259.131,"2010-06-12 6:57","PC",300,Inf,0,1,1,"1_1"
"77",149148,0,0.473741074,1409,"CL-F1001-34","591335.371688512_6122975.88963331","WildTrax","BU","PC",NA,55.26683,-113.562,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,591335.3717,6122975.89,"2010-06-12 7:11","PC",300,Inf,0,1,1,"1_1"
"78",137174,0,0.470063855,1409,"CL-C1001-23","594722.513530643_6122061.14881621","WildTrax","BU","PC",NA,55.25797,-113.509,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,594722.5135,6122061.149,"2010-06-12 7:12","PC",300,Inf,0,1,2,"1_2"
"79",139186,0,0.481095513,1409,"CL-C1002-31","596114.449371039_6122349.30418728","WildTrax","BU","PC",NA,55.26029,-113.487,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,596114.4494,6122349.304,"2010-06-12 7:18","PC",300,Inf,0,1,2,"1_2"
"80",137839,0,0.470063855,1409,"CL-C1001-35","594920.452623124_6121721.54081045","WildTrax","BU","PC",NA,55.25488,-113.506,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,594920.4526,6121721.541,"2010-06-12 8:15","PC",300,Inf,0,1,2,"1_2"
"81",137935,0,0.470063855,1409,"CL-C1001-41","595215.064978892_6122471.53065294","WildTrax","BU","PC",NA,55.261563,-113.501111,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,595215.065,6122471.531,"2010-06-12 9:32","PC",300,Inf,0,1,2,"1_2"
"82",140327,1,0.611884583,1409,"CL-C1003-13","599225.796163954_6117587.36744612","WildTrax","BU","PC",NA,55.216881,-113.439719,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,599225.7962,6117587.367,"2010-06-13 5:04","PC",300,Inf,1,1,1,"1_1"
"83",150112,0,0.149443654,1409,"CL-F1002-12","211900.567222155_6130287.66013387","WildTrax","BU","PC",NA,55.25671,-119.53623,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,TRUE,211900.5672,6130287.66,"2010-06-13 5:28","PC",300,Inf,0,1,3,"1_3"
"84",150404,0,0.462709416,1409,"CL-F1002-21","593188.942176642_6122093.15359309","WildTrax","BU","PC",NA,55.25855,-113.53312,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593188.9422,6122093.154,"2010-06-13 5:54","PC",300,Inf,0,1,3,"1_3"
"85",140714,1,0.475579684,1409,"CL-C1003-24","599440.763995966_6117417.47239562","WildTrax","BU","PC",NA,55.215311,-113.4364,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,599440.764,6117417.472,"2010-06-13 6:15","PC",300,Inf,1,1,1,"1_1"
"86",150598,0,0.149443654,1409,"CL-F1002-23","212100.777223936_6130073.75308261","WildTrax","BU","PC",NA,55.25491,-119.53287,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,TRUE,212100.7772,6130073.753,"2010-06-13 6:16","PC",300,Inf,0,1,2,"1_2"
"87",150695,0,0.149443654,1409,"CL-F1002-24","212091.066254871_6129875.75830378","WildTrax","BU","PC",NA,55.25313,-119.53282,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,TRUE,212091.0663,6129875.758,"2010-06-13 6:27","PC",300,Inf,0,1,2,"1_2"
"88",150987,1,0.462709416,1409,"CL-F1002-33","593401.391188517_6121689.58063212","WildTrax","BU","PC",NA,55.254883,-113.529911,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593401.3912,6121689.581,"2010-06-13 6:55","PC",300,Inf,1,1,2,"1_2"
"89",150792,0,0.462709416,1409,"CL-F1002-31","593377.491937921_6122087.55544253","WildTrax","BU","PC",NA,55.258464,-113.530155,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593377.4919,6122087.555,"2010-06-13 7:20","PC",300,Inf,0,1,3,"1_3"
"90",151865,1,0.462709416,1409,"CL-F1002-54","593836.788119187_6122171.37351151","WildTrax","BU","PC",NA,55.25913,-113.5229,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593836.7881,6122171.374,"2010-06-13 8:25","PC",300,Inf,1,1,2,"1_2"
"91",151767,0,0.462709416,1409,"CL-F1002-53","593821.06345585_6121683.65068523","WildTrax","BU","PC",NA,55.25475,-113.52331,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,593821.0635,6121683.651,"2010-06-13 8:37","PC",300,Inf,0,1,2,"1_2"
"92",153614,1,0.462709416,1409,"CL-F1003-52","600634.920819426_6116382.67480472","WildTrax","BU","PC",NA,55.20577,-113.418,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,600634.9208,6116382.675,"2010-06-13 9:28","PC",300,Inf,1,1,2,"1_2"
"93",142625,0,0.464548026,1409,"CL-C13-1","598925.373565697_6119016.05257914","WildTrax","BU","PC",NA,55.22978,-113.44394,2010,"Calling Lake Fragmentation Experiment Private",0,TRUE,FALSE,598925.3736,6119016.053,"2010-06-14 5:39","PC",300,Inf,0,1,2,"1_2"
