"","gisid","occupancy","year_id","visit_num","offset","year","surveyid","duration","Easting","Northing","date_time","Area_sqm","NEAR_DIST","survey_yea","focal_patch_size","habitat_amount","num_patches","mean_patch_size","max_patch_size","total_edge","edge_density","prop_habitat","dist_to_habitat","full_patch_area","patch_density","hypothesis","survey_year","julian_date","time_of_day","prop_habitat_std","edge_density_std","julian_date_std","time_of_day_std"
"11","590950.672928798_6123144.89590065",0,2,2,0.473741074,2012,148299,"300",590950.6729,6123144.896,2012-06-03 07:19:00,919221.756029,0,2012,489077.94314055,532943.123573758,3,177647.707857919,489077.94314055,4775.30749834646,0.0089602572715915,0.678564260028788,0,919221.756029,3.81971863420549,2,"2012",155,7.31666666666667,0.497315371811788,-0.601409883009777,-0.76178401563549,0.831840577483183
"12","590950.672928798_6123144.89590065",1,2,3,0.473741074,2012,148301,"300",590950.6729,6123144.896,2012-06-17 05:28:00,919221.756029,0,2012,489077.94314055,532943.123573758,3,177647.707857919,489077.94314055,4775.30749834646,0.0089602572715915,0.678564260028788,0,919221.756029,3.81971863420549,2,"2012",169,5.46666666666667,0.497315371811788,-0.601409883009777,0.338533354480986,-0.465584964798605
"13","591395.231540903_6123154.05141478",0,1,1,0.473741074,2010,149050,"300",591395.2315,6123154.051,2010-05-31 06:42:00,919221.771312,0,2010,489077.964060193,617072.657511761,1,617072.657511761,617072.657511761,5291.47432078547,0.00857512362016237,0.785681309518792,0,919221.771312,1.27323954473516,2,"2010",151,6.7,0.906387724284087,-0.631472760675405,-1.07616040709734,0.399365396722587
"14","591395.231540903_6123154.05141478",0,1,2,0.473741074,2010,149052,"300",591395.2315,6123154.051,2010-06-17 06:17:00,919221.771312,0,2010,489077.964060193,617072.657511761,1,617072.657511761,617072.657511761,5291.47432078547,0.00857512362016237,0.785681309518792,0,919221.771312,1.27323954473516,2,"2010",168,6.28333333333333,0.906387724284087,-0.631472760675405,0.259939256615523,0.107152436749212
"15","591395.231540903_6123154.05141478",0,1,3,0.473741074,2010,149053,"300",591395.2315,6123154.051,2010-06-23 07:45:00,919221.771312,0,2010,489077.964060193,617072.657511761,1,617072.657511761,617072.657511761,5291.47432078547,0.00857512362016237,0.785681309518792,0,919221.771312,1.27323954473516,2,"2010",174,7.75,0.906387724284087,-0.631472760675405,0.731503843808298,1.13574205585549
"16","591395.231540903_6123154.05141478",0,2,1,0.473741074,2020,149078,"180",591395.2315,6123154.051,2020-06-06 06:56:00,919221.774758,0,2020,585095.453448973,617072.660165635,1,617072.660165635,617072.660165635,5291.47455641383,0.00857512396513158,0.785681312897809,0,919221.774758,1.27323954473516,2,"2020",158,6.93333333333333,0.906387737188311,-0.631472733747696,-0.526001722039102,0.563004654307678
"17","591395.231540903_6123154.05141478",0,2,2,0.473741074,2020,149079,"180",591395.2315,6123154.051,2020-06-08 03:25:00,919221.774758,0,2020,585095.453448973,617072.660165635,1,617072.660165635,617072.660165635,5291.47455641383,0.00857512396513158,0.785681312897809,0,919221.774758,1.27323954473516,2,"2020",160,3.41666666666667,0.906387737188311,-0.631472733747696,-0.368813526308177,-1.90327272786761
"18","591395.231540903_6123154.05141478",0,2,3,0.473741074,2020,149080,"180",591395.2315,6123154.051,2020-06-10 04:54:00,919221.774758,0,2020,585095.453448973,617072.660165635,1,617072.660165635,617072.660165635,5291.47455641383,0.00857512396513158,0.785681312897809,0,919221.774758,1.27323954473516,2,"2020",162,4.9,0.906387737188311,-0.631472733747696,-0.211625330577252,-0.862994590362395
"19","595937.355401499_6121723.42059855",0,1,1,0.481095513,2010,139090,"300",595937.3554,6121723.421,2010-05-31 06:45:00,3353084.69768,0,2010,699581.689344208,705621.577442043,2,352810.788721022,699581.689344208,4296.76708376694,0.006089336297429,0.898425296017615,0,3353084.69768,2.54647908947033,2,"2010",151,6.75,1.33694894683234,-0.82550909042431,-1.07616040709734,0.434430951919392
"20","595937.355401499_6121723.42059855",0,1,2,0.481095513,2010,139092,"300",595937.3554,6121723.421,2010-06-12 06:23:00,3353084.69768,0,2010,699581.689344208,705621.577442043,2,352810.788721022,699581.689344208,4296.76708376694,0.006089336297429,0.898425296017615,0,3353084.69768,2.54647908947033,2,"2010",163,6.38333333333333,1.33694894683234,-0.82550909042431,-0.13303123271179,0.177283547142822
"21","595937.355401499_6121723.42059855",0,1,3,0.481095513,2010,139094,"300",595937.3554,6121723.421,2010-06-28 05:59:00,3353084.69768,0,2010,699581.689344208,705621.577442043,2,352810.788721022,699581.689344208,4296.76708376694,0.006089336297429,0.898425296017615,0,3353084.69768,2.54647908947033,2,"2010",179,5.98333333333333,1.33694894683234,-0.82550909042431,1.12447433313561,-0.103240894431619
"22","595937.355401499_6121723.42059855",0,2,1,0.481095513,2012,139100,"300",595937.3554,6121723.421,2012-06-04 08:45:00,22087161.8272,0,2012,696586.583182317,714283.866005372,1,714283.866005372,714283.866005372,3822.03826533611,0.00535086741733484,0.909454464364351,0,22087161.8272,1.27323954473516,2,"2012",156,8.75,1.37906855209494,-0.88315271496806,-0.683189917770028,1.8370531597916
"23","595937.355401499_6121723.42059855",0,2,2,0.481095513,2012,139101,"300",595937.3554,6121723.421,2012-06-10 05:43:00,22087161.8272,0,2012,696586.583182317,714283.866005372,1,714283.866005372,714283.866005372,3822.03826533611,0.00535086741733484,0.909454464364351,0,22087161.8272,1.27323954473516,2,"2012",162,5.71666666666667,1.37906855209494,-0.88315271496806,-0.211625330577252,-0.290257188814579
"24","595937.355401499_6121723.42059855",1,2,3,0.481095513,2012,139102,"300",595937.3554,6121723.421,2012-06-19 07:37:00,22087161.8272,0,2012,696586.583182317,714283.866005372,1,714283.866005372,714283.866005372,3822.03826533611,0.00535086741733484,0.909454464364351,0,22087161.8272,1.27323954473516,2,"2012",171,7.61666666666667,1.37906855209494,-0.88315271496806,0.495721550211911,1.04223390866401
"25","591585.572429652_6123166.88704136",0,1,1,0.473741074,2010,149435,"300",591585.5724,6123166.887,2010-05-31 06:52:00,919221.771312,0,2010,617072.657511761,589264.890346845,1,589264.890346845,589264.890346845,5679.7810184057,0.0096387568841282,0.750275360713633,0,919221.771312,1.27323954473516,2,"2010",151,6.86666666666667,0.771174937541002,-0.54844735747565,-1.07616040709734,0.516250580711938
"26","591585.572429652_6123166.88704136",0,1,2,0.473741074,2010,149436,"300",591585.5724,6123166.887,2010-06-06 09:08:00,919221.771312,0,2010,617072.657511761,589264.890346845,1,589264.890346845,589264.890346845,5679.7810184057,0.0096387568841282,0.750275360713633,0,919221.771312,1.27323954473516,2,"2010",157,9.13333333333333,0.771174937541002,-0.54844735747565,-0.604595819904565,2.1058890829671
"27","591585.572429652_6123166.88704136",0,1,3,0.473741074,2010,149439,"300",591585.5724,6123166.887,2010-06-23 07:35:00,919221.771312,0,2010,617072.657511761,589264.890346845,1,589264.890346845,589264.890346845,5679.7810184057,0.0096387568841282,0.750275360713633,0,919221.771312,1.27323954473516,2,"2010",174,7.58333333333333,0.771174937541002,-0.54844735747565,0.731503843808298,1.01885687186614
"28","591585.572429652_6123166.88704136",0,2,1,0.473741074,2016,149454,"300",591585.5724,6123166.887,2016-06-16 07:48:00,919221.774837,0,2016,388602.118814275,589264.893843109,1,589264.893843109,589264.893843109,5679.7810184136,0.00963875682695232,0.750275365165214,0,919221.774837,1.27323954473516,2,"2016",168,7.8,0.771174954541273,-0.548447361938701,0.259939256615523,1.1708076110523
"29","591585.572429652_6123166.88704136",0,2,2,0.473741074,2016,149455,"300",591585.5724,6123166.887,2016-06-26 06:07:00,919221.774837,0,2016,388602.118814275,589264.893843109,1,589264.893843109,589264.893843109,5679.7810184136,0.00963875682695232,0.750275365165214,0,919221.774837,1.27323954473516,2,"2016",178,6.11666666666667,0.771174954541273,-0.548447361938701,1.04588023527015,-0.00973274724013896
"30","591585.572429652_6123166.88704136",0,2,3,0.473741074,2016,149456,"300",591585.5724,6123166.887,2016-06-29 07:22:00,919221.774837,0,2016,388602.118814275,589264.893843109,1,589264.893843109,589264.893843109,5679.7810184136,0.00963875682695232,0.750275365165214,0,919221.774837,1.27323954473516,2,"2016",181,7.36666666666667,0.771174954541273,-0.548447361938701,1.28166252886654,0.866906132679988
"31","594722.513530643_6122061.14881621",0,1,1,0.470063855,2010,137172,"300",594722.5135,6122061.149,2010-05-31 07:19:00,3353084.69768,0,2010,648923.805329713,713264.057497289,2,356632.028748644,648923.805329713,5346.91476391244,0.00749640292078332,0.908156003843803,0,3353084.69768,2.54647908947033,2,"2010",151,7.31666666666667,1.3741098242149,-0.715675863417728,-1.07616040709734,0.831840577483183
"32","594722.513530643_6122061.14881621",0,1,2,0.470063855,2010,137174,"300",594722.5135,6122061.149,2010-06-12 07:12:00,3353084.69768,0,2010,648923.805329713,713264.057497289,2,356632.028748644,648923.805329713,5346.91476391244,0.00749640292078332,0.908156003843803,0,3353084.69768,2.54647908947033,2,"2010",163,7.2,1.3741098242149,-0.715675863417728,-0.13303123271179,0.750020948690638
"33","594722.513530643_6122061.14881621",0,1,3,0.470063855,2010,137175,"300",594722.5135,6122061.149,2010-06-17 08:10:00,3353084.69768,0,2010,648923.805329713,713264.057497289,2,356632.028748644,648923.805329713,5346.91476391244,0.00749640292078332,0.908156003843803,0,3353084.69768,2.54647908947033,2,"2010",168,8.16666666666667,1.3741098242149,-0.715675863417728,0.259939256615523,1.42795501582887
"34","594722.513530643_6122061.14881621",0,2,1,0.470063855,2012,137181,"300",594722.5135,6122061.149,2012-05-25 06:31:00,22087161.8272,0,2012,656566.743748962,720906.931354682,2,360453.465677341,656566.743748962,5355.86201898809,0.0074293390534111,0.917887213074459,0,22087161.8272,2.54647908947033,2,"2012",146,6.51666666666667,1.41127261642527,-0.720910754820009,-1.46913089642465,0.270791694334302
"35","594722.513530643_6122061.14881621",0,2,2,0.470063855,2012,137182,"300",594722.5135,6122061.149,2012-06-03 07:15:00,22087161.8272,0,2012,656566.743748962,720906.931354682,2,360453.465677341,656566.743748962,5355.86201898809,0.0074293390534111,0.917887213074459,0,22087161.8272,2.54647908947033,2,"2012",155,7.25,1.41127261642527,-0.720910754820009,-0.76178401563549,0.785086503887443
"36","594722.513530643_6122061.14881621",0,2,3,0.470063855,2012,137183,"300",594722.5135,6122061.149,2012-06-09 06:42:00,22087161.8272,0,2012,656566.743748962,720906.931354682,2,360453.465677341,656566.743748962,5355.86201898809,0.0074293390534111,0.917887213074459,0,22087161.8272,2.54647908947033,2,"2012",161,6.7,1.41127261642527,-0.720910754820009,-0.290219428442715,0.399365396722587
"37","595215.064978892_6122471.53065294",1,1,1,0.470063855,2010,137933,"300",595215.065,6122471.531,2010-05-31 08:28:00,1505219.85195,0,2010,368872.442954761,690014.118380892,3,230004.706126964,368872.442954761,6104.99629114372,0.00884763967651707,0.878553261948121,0,1505219.85195,3.81971863420549,2,"2010",151,8.46666666666667,1.26105906969401,-0.61020062090338,-1.07616040709734,1.6383483470097
"38","595215.064978892_6122471.53065294",0,1,2,0.470063855,2010,137935,"300",595215.065,6122471.531,2010-06-12 09:32:00,1505219.85195,0,2010,368872.442954761,690014.118380892,3,230004.706126964,368872.442954761,6104.99629114372,0.00884763967651707,0.878553261948121,0,1505219.85195,3.81971863420549,2,"2010",163,9.53333333333333,1.26105906969401,-0.61020062090338,-0.13303123271179,2.38641352454154
"39","595215.064978892_6122471.53065294",0,1,3,0.470063855,2010,137937,"300",595215.065,6122471.531,2010-06-23 04:53:00,1505219.85195,0,2010,368872.442954761,690014.118380892,3,230004.706126964,368872.442954761,6104.99629114372,0.00884763967651707,0.878553261948121,0,1505219.85195,3.81971863420549,2,"2010",174,4.88333333333333,1.26105906969401,-0.61020062090338,0.731503843808298,-0.874683108761331
"40","595215.064978892_6122471.53065294",0,2,1,0.470063855,2016,137951,"300",595215.065,6122471.531,2016-06-18 04:39:00,0,18.4710022344,2016,0,562287.33970382,4,140571.834925955,296054.665698491,9336.39105991204,0.0166043060205302,0.715926476414838,18.4710022344,0,5.09295817894065,2,"2016",170,4.65,0.63999900456109,-0.00472844123831413,0.417127452346448,-1.03832236634642
"41","595215.064978892_6122471.53065294",0,2,2,0.470063855,2016,137952,"300",595215.065,6122471.531,2016-06-26 09:46:00,0,18.4710022344,2016,0,562287.33970382,4,140571.834925955,296054.665698491,9336.39105991204,0.0166043060205302,0.715926476414838,18.4710022344,0,5.09295817894065,2,"2016",178,9.76666666666667,0.63999900456109,-0.00472844123831413,1.04588023527015,2.55005278212663
"42","595215.064978892_6122471.53065294",0,2,3,0.470063855,2016,137953,"300",595215.065,6122471.531,2016-06-28 10:31:00,0,18.4710022344,2016,0,562287.33970382,4,140571.834925955,296054.665698491,9336.39105991204,0.0166043060205302,0.715926476414838,18.4710022344,0,5.09295817894065,2,"2016",180,10.5166666666667,0.63999900456109,-0.00472844123831413,1.20306843100107,3.07603611007871
"43","211900.567222155_6130287.66013387",0,1,1,0.149443654,2010,150110,"300",211900.5672,6130287.66,2010-06-01 05:18:00,4560.80817435,0,2010,4560.80817435309,22249.5071171466,4,5562.37677928666,16026.3599620238,1649.59681527967,0.0741408250795996,0.0283289523124175,0,4560.80817435,5.09295817894065,2,"2010",152,5.3,-1.98588677252011,4.48647435903731,-0.997566309231878,-0.582470148787955
"44","211900.567222155_6130287.66013387",0,1,2,0.149443654,2010,150111,"300",211900.5672,6130287.66,2010-06-07 05:43:00,4560.80817435,0,2010,4560.80817435309,22249.5071171466,4,5562.37677928666,16026.3599620238,1649.59681527967,0.0741408250795996,0.0283289523124175,0,4560.80817435,5.09295817894065,2,"2010",158,5.71666666666667,-1.98588677252011,4.48647435903731,-0.526001722039102,-0.290257188814579
"45","211900.567222155_6130287.66013387",0,1,3,0.149443654,2010,150112,"300",211900.5672,6130287.66,2010-06-13 05:28:00,4560.80817435,0,2010,4560.80817435309,22249.5071171466,4,5562.37677928666,16026.3599620238,1649.59681527967,0.0741408250795996,0.0283289523124175,0,4560.80817435,5.09295817894065,2,"2010",164,5.46666666666667,-1.98588677252011,4.48647435903731,-0.0544371348463272,-0.465584964798605
"46","211900.567222155_6130287.66013387",0,2,1,0.149443654,2015,150127,"300",211900.5672,6130287.66,2015-06-03 09:39:00,4560.82381129,0,2015,4560.82381129451,22249.5198492329,4,5562.37996230822,16026.3599619418,1649.5969996439,0.0741407909393954,0.0283289685234132,0,4560.82381129,5.09295817894065,2,"2015",154,9.65,-1.98588671061147,4.48647169411105,-0.840378113500953,2.46823315333409
"47","211900.567222155_6130287.66013387",0,2,2,0.149443654,2015,150129,"300",211900.5672,6130287.66,2015-06-23 09:42:00,4560.82381129,0,2015,4560.82381129451,22249.5198492329,4,5562.37996230822,16026.3599619418,1649.5969996439,0.0741407909393954,0.0283289685234132,0,4560.82381129,5.09295817894065,2,"2015",174,9.7,-1.98588671061147,4.48647169411105,0.731503843808298,2.50329870853089
"48","211900.567222155_6130287.66013387",0,2,3,0.149443654,2015,150130,"300",211900.5672,6130287.66,2015-06-29 09:23:00,4560.82381129,0,2015,4560.82381129451,22249.5198492329,4,5562.37996230822,16026.3599619418,1649.5969996439,0.0741407909393954,0.0283289685234132,0,4560.82381129,5.09295817894065,2,"2015",180,9.38333333333333,-1.98588671061147,4.48647169411105,1.20306843100107,2.28121685895113
"49","212091.066254871_6129875.75830378",0,1,1,0.149443654,2010,150693,"300",212091.0663,6129875.758,2010-06-01 06:00:00,0,332.052295417,2010,0,10710.7472835584,3,3570.24909451945,7893.33532764018,884.792889181873,0.082607951224849,0.0136373469950912,332.052295417,0,3.81971863420549,2,"2010",152,6,-2.04199296268654,5.14740382219775,-0.997566309231878,-0.0915523760326838
"50","212091.066254871_6129875.75830378",0,1,2,0.149443654,2010,150695,"300",212091.0663,6129875.758,2010-06-13 06:27:00,0,332.052295417,2010,0,10710.7472835584,3,3570.24909451945,7893.33532764018,884.792889181873,0.082607951224849,0.0136373469950912,332.052295417,0,3.81971863420549,2,"2010",164,6.45,-2.04199296268654,5.14740382219775,-0.0544371348463272,0.224037620738562
"51","212091.066254871_6129875.75830378",0,1,3,0.149443654,2010,150697,"300",212091.0663,6129875.758,2010-06-23 06:18:00,0,332.052295417,2010,0,10710.7472835584,3,3570.24909451945,7893.33532764018,884.792889181873,0.082607951224849,0.0136373469950912,332.052295417,0,3.81971863420549,2,"2010",174,6.3,-2.04199296268654,5.14740382219775,0.731503843808298,0.118840955148146
"52","212091.066254871_6129875.75830378",0,2,1,0.149443654,2017,150717,"300",212091.0663,6129875.758,2017-06-03 06:13:00,0,332.052248621,2017,0,10710.8156753806,5,2142.16313507613,7893.33532788232,918.33365329615,0.0857389092603832,0.0136374340742639,332.052248621,0,6.36619772367581,2,"2017",154,6.21666666666667,-2.0419926301374,5.39180108026441,-0.840378113500953,0.0603983631534716
"53","212091.066254871_6129875.75830378",0,2,2,0.149443654,2017,150718,"300",212091.0663,6129875.758,2017-06-14 08:37:00,0,332.052248621,2017,0,10710.8156753806,5,2142.16313507613,7893.33532788232,918.33365329615,0.0857389092603832,0.0136374340742639,332.052248621,0,6.36619772367581,2,"2017",165,8.61666666666667,-2.0419926301374,5.39180108026441,0.0241569630191353,1.74354501260012
"54","212091.066254871_6129875.75830378",0,2,3,0.149443654,2017,150719,"300",212091.0663,6129875.758,2017-07-06 06:00:00,0,332.052248621,2017,0,10710.8156753806,5,2142.16313507613,7893.33532788232,918.33365329615,0.0857389092603832,0.0136374340742639,332.052248621,0,6.36619772367581,2,"2017",187,6,-2.0419926301374,5.39180108026441,1.75322711605931,-0.0915523760326838
"55","600067.149180082_6116161.73999752",0,1,1,0.462709416,2010,152551,"300",600067.1492,6116161.74,2010-06-01 06:00:00,884535.831759,0,2010,578648.37244212,578668.626126409,3,192889.542042136,578648.37244212,4480.46207095717,0.00774270777551784,0.736783778081711,0,884535.831759,3.81971863420549,2,"2010",152,6,0.719651548201105,-0.696449725455342,-0.997566309231878,-0.0915523760326838
"56","600067.149180082_6116161.73999752",0,1,2,0.462709416,2010,152552,"300",600067.1492,6116161.74,2010-06-07 08:04:00,884535.831759,0,2010,578648.37244212,578668.626126409,3,192889.542042136,578648.37244212,4480.46207095717,0.00774270777551784,0.736783778081711,0,884535.831759,3.81971863420549,2,"2010",158,8.06666666666667,0.719651548201105,-0.696449725455342,-0.526001722039102,1.35782390543526
"57","600067.149180082_6116161.73999752",0,1,3,0.462709416,2010,152554,"300",600067.1492,6116161.74,2010-06-18 08:28:00,884535.831759,0,2010,578648.37244212,578668.626126409,3,192889.542042136,578648.37244212,4480.46207095717,0.00774270777551784,0.736783778081711,0,884535.831759,3.81971863420549,2,"2010",169,8.46666666666667,0.719651548201105,-0.696449725455342,0.338533354480986,1.6383483470097
"58","600067.149180082_6116161.73999752",0,2,1,0.462709416,2011,152556,"300",600067.1492,6116161.74,2011-05-27 06:34:00,884535.831864,0,2011,343005.600815882,578668.626017162,3,192889.542005721,578648.372332875,4480.46213130097,0.00774270788125999,0.736783777942614,0,884535.831864,3.81971863420549,2,"2011",147,6.56666666666667,0.719651547669903,-0.69644971720129,-1.39053679855919,0.305857249531107
"59","600067.149180082_6116161.73999752",1,2,2,0.462709416,2011,152558,"300",600067.1492,6116161.74,2011-06-12 06:19:00,884535.831864,0,2011,343005.600815882,578668.626017162,3,192889.542005721,578648.372332875,4480.46213130097,0.00774270788125999,0.736783777942614,0,884535.831864,3.81971863420549,2,"2011",163,6.31666666666667,0.719651547669903,-0.69644971720129,-0.13303123271179,0.130529473547081
"60","600067.149180082_6116161.73999752",0,2,3,0.462709416,2011,152559,"300",600067.1492,6116161.74,2011-06-19 08:12:00,884535.831864,0,2011,343005.600815882,578668.626017162,3,192889.542005721,578648.372332875,4480.46213130097,0.00774270788125999,0.736783777942614,0,884535.831864,3.81971863420549,2,"2011",170,8.2,0.719651547669903,-0.69644971720129,0.417127452346448,1.45133205262674
"61","212100.777223936_6130073.75308261",0,1,1,0.149443654,2010,150596,"300",212100.7772,6130073.753,2010-06-01 06:11:00,0,190.710176105,2010,0,21643.658085797,4,5410.91452144925,16026.3599620238,1435.34686427295,0.0663172028768488,0.0275575613675637,190.710176105,0,5.09295817894065,2,"2010",152,6.18333333333333,-1.98883265937929,3.87577571894024,-0.997566309231878,0.0370213263556016
"62","212100.777223936_6130073.75308261",0,1,2,0.149443654,2010,150598,"300",212100.7772,6130073.753,2010-06-13 06:16:00,0,190.710176105,2010,0,21643.658085797,4,5410.91452144925,16026.3599620238,1435.34686427295,0.0663172028768488,0.0275575613675637,190.710176105,0,5.09295817894065,2,"2010",164,6.26666666666667,-1.98883265937929,3.87577571894024,-0.0544371348463272,0.0954639183502765
"63","212100.777223936_6130073.75308261",0,1,3,0.149443654,2010,150599,"300",212100.7772,6130073.753,2010-06-18 07:24:00,0,190.710176105,2010,0,21643.658085797,4,5410.91452144925,16026.3599620238,1435.34686427295,0.0663172028768488,0.0275575613675637,190.710176105,0,5.09295817894065,2,"2010",169,7.4,-1.98883265937929,3.87577571894024,0.338533354480986,0.890283169477859
"64","212100.777223936_6130073.75308261",0,2,1,0.149443654,2016,150617,"300",212100.7772,6130073.753,2016-06-10 08:14:00,0,190.710089537,2016,0,21643.6716292794,4,5410.91790731985,16026.3599621616,1435.34691379821,0.0663171636672072,0.027557578611661,190.710089537,0,5.09295817894065,2,"2016",162,8.23333333333333,-1.98883259352532,3.87577265830232,-0.211625330577252,1.47470908942461
"65","212100.777223936_6130073.75308261",0,2,2,0.149443654,2016,150618,"300",212100.7772,6130073.753,2016-06-22 09:04:00,0,190.710089537,2016,0,21643.6716292794,4,5410.91790731985,16026.3599621616,1435.34691379821,0.0663171636672072,0.027557578611661,190.710089537,0,5.09295817894065,2,"2016",174,9.06666666666667,-1.98883259352532,3.87577265830232,0.731503843808298,2.05913500937136
"66","212100.777223936_6130073.75308261",0,2,3,0.149443654,2016,150619,"300",212100.7772,6130073.753,2016-06-29 06:34:00,0,190.710089537,2016,0,21643.6716292794,4,5410.91790731985,16026.3599621616,1435.34691379821,0.0663171636672072,0.027557578611661,190.710089537,0,5.09295817894065,2,"2016",181,6.56666666666667,-1.98883259352532,3.87577265830232,1.28166252886654,0.305857249531107
"67","600058.169772398_6116559.92067585",0,1,1,0.462709416,2010,152355,"300",600058.1698,6116559.921,2010-06-01 06:23:00,884535.831759,0,2010,578648.37244212,513872.238693857,2,256936.119346929,461209.989872568,4252.28115838512,0.00827497739358993,0.654282455246606,0,884535.831759,2.54647908947033,2,"2010",152,6.38333333333333,0.404584895647513,-0.654901664531935,-0.997566309231878,0.177283547142822
"68","600058.169772398_6116559.92067585",0,1,2,0.462709416,2010,152356,"300",600058.1698,6116559.921,2010-06-07 07:40:00,884535.831759,0,2010,578648.37244212,513872.238693857,2,256936.119346929,461209.989872568,4252.28115838512,0.00827497739358993,0.654282455246606,0,884535.831759,2.54647908947033,2,"2010",158,7.66666666666667,0.404584895647513,-0.654901664531935,-0.526001722039102,1.07729946386082
"69","600058.169772398_6116559.92067585",0,1,3,0.462709416,2010,152358,"300",600058.1698,6116559.921,2010-06-18 08:57:00,884535.831759,0,2010,578648.37244212,513872.238693857,2,256936.119346929,461209.989872568,4252.28115838512,0.00827497739358993,0.654282455246606,0,884535.831759,2.54647908947033,2,"2010",169,8.95,0.404584895647513,-0.654901664531935,0.338533354480986,1.97731538057882
